id	src tokenized	tgt tokenized	src raw	tgt raw	bias type tag
287	[bitch, u, broke., shut, up., don't, talk, to, me., get, ur, bread, up.]	[asshole, u, broke., shut, up., don't, talk, to, me., get, ur, bread, up.]	bitch u broke. shut up. don't talk to me. get ur bread up.	asshole u broke. shut up. don't talk to me. get ur bread up.	misogyny
288	[@JaneOst_, @thucydiplease, I, hate, Margaret, thatcher, more, then, the, average, women, and, that, says, a, lot]	[@JaneOst_, @thucydiplease, I, hate, Margaret, thatcher, and, that, says, a, lot]	@JaneOst_ @thucydiplease I hate Margaret thatcher more then the average women and that says a lot	@JaneOst_ @thucydiplease I hate Margaret thatcher and that says a lot	misogyny
289	[@DAVET800, @HuntyWiz, I, would, be, such, a, slutbag, if, they, did!]	[@DAVET800, @HuntyWiz, I, would, be, so, promiscuous, if, they, did!]	@DAVET800 @HuntyWiz I would be such a slutbag if they did!	@DAVET800 @HuntyWiz I would be so promiscuous if they did!	misogyny
290	[@SAINTINPRADA, stay, away, from, my, man, slutbag!, https://t.co/s6HYpeDP5Y]	[@SAINTINPRADA, stay, away, from, my, man!, https://t.co/s6HYpeDP5Y]	@SAINTINPRADA stay away from my man slutbag! https://t.co/s6HYpeDP5Y	@SAINTINPRADA stay away from my man! https://t.co/s6HYpeDP5Y	misogyny
291	[Women, are, a, virus, https://t.co/uDyWWCKbbq]	[https://t.co/uDyWWCKbbq]	Women are a virus https://t.co/uDyWWCKbbq	https://t.co/uDyWWCKbbq	misogyny
292	[Breaking, News:, Melania, hasn't, been, asked, to, be, on, many, magazine, covers, because, she, is, a, trashy,, embarrassing, skank., She, isn't, classy., She, isn't, smart., She, isn't, a, role, model.She, is, a, porn, model,, mail, order, wife, who, married, the, donald, &, bore, him, children., That, is, all., https://t.co/wvRhduoNxP]	[Breaking, News:, Melania, hasn't, been, asked, to, be, on, many, magazine, covers, because, she, isn't, classy., She, isn't, smart., She, isn't, a, role, model., That, is, all., https://t.co/wvRhduoNxP]	Breaking News: Melania hasn't been asked to be on many magazine covers because she is a trashy, embarrassing skank. She isn't classy. She isn't smart. She isn't a role model.She is a porn model, mail order wife who married the donald & bore him children. That is all. https://t.co/wvRhduoNxP	Breaking News: Melania hasn't been asked to be on many magazine covers because she isn't classy. She isn't smart. She isn't a role model. That is all. https://t.co/wvRhduoNxP	misogyny
293	[Bitch, you, wish, you, were, as, flawless, as, me,, maybe, then, you, could, keep, a, man, without, having, to, spread, your, legs., Even, after, all, them, surgeries, you, still, look, like, hot, shit., Get, a, shovel, fool,, cus, you, bs]	[you, wish, you, were, as, flawless, as, me., Get, a, shovel, fool,, cus, you, bs]	Bitch you wish you were as flawless as me, maybe then you could keep a man without having to spread your legs. Even after all them surgeries you still look like hot shit. Get a shovel fool, cus you bs	you wish you were as flawless as me. Get a shovel fool, cus you bs	misogyny
294	[Let, the, bodies, hit, the, floor!, *who, played, who?*, why, is, my, life, full, of, mediocrity, and, jealous, females, that, never, will, get, it, because, their, brain, has, zero, cells, left, *shush, me, again, and, I'll, approach, you, once, more, skank*]	[Let, the, bodies, hit, the, floor!, *who, played, who?*, why, is, my, life, full, of, mediocrity, and, jealous, people, that, never, will, get, it, because, their, brain, has, zero, cells, left, *shush, me, again, and, I'll, approach, you, once, more, scum*]	Let the bodies hit the floor! *who played who?* why is my life full of mediocrity and jealous females that never will get it because their brain has zero cells left *shush me again and I'll approach you once more skank*	Let the bodies hit the floor! *who played who?* why is my life full of mediocrity and jealous people that never will get it because their brain has zero cells left *shush me again and I'll approach you once more scum*	misogyny
295	[I, hate, women, like, this., Bitch, if, u, don't, grab, a, phone, or, gun, and, stfu, with, all, that, screaming, https://t.co/crTGaa59wm]	[I, hate, people, like, this., Loser, if, u, don't, grab, a, phone, or, gun, and, stfu, with, all, that, screaming, https://t.co/crTGaa59wm]	I hate women like this. Bitch if u don't grab a phone or gun and stfu with all that screaming  https://t.co/crTGaa59wm	I hate people like this. Loser if u don't grab a phone or gun and stfu with all that screaming  https://t.co/crTGaa59wm	misogyny
296	[Aye, bro, if, you, had, a, gold, digger, just, say, that, https://t.co/vi1jVhdkJi]	[Aye, bro, if, you, married, for, money, just, say, that, https://t.co/vi1jVhdkJi]	Aye bro if you had a gold digger just say that  https://t.co/vi1jVhdkJi	Aye bro if you married for money just say that  https://t.co/vi1jVhdkJi	misogyny
297	[@Daksthetruth, @Angelisse007, @Caroleca27, @mmpadellan, Wanna, see, the, gape, again, skank?]	[@Daksthetruth, @Angelisse007, @Caroleca27, @mmpadellan, Wanna, see, the, gape, again, scum?]	@Daksthetruth @Angelisse007 @Caroleca27 @mmpadellan Wanna see the gape again skank?	@Daksthetruth @Angelisse007 @Caroleca27 @mmpadellan Wanna see the gape again scum?	misogyny
298	[She's, a, Skank, https://t.co/tU3Fllu3iU]	[She's, filth, https://t.co/tU3Fllu3iU]	She's a Skank https://t.co/tU3Fllu3iU	She's filth https://t.co/tU3Fllu3iU	misogyny
299	[@DickChappy88, women, spend, their, twenties, riding, the, cock, carousel, and, then, "return, to, Christ", and, pretend, like, they, aren't, whores, lmfao]	[@DickChappy88]	@DickChappy88 women spend their twenties riding the cock carousel and then "return to Christ" and pretend like they aren't whores lmfao	@DickChappy88	misogyny
300	[@dobbyfirmino, Sexy, bint]	[@dobbyfirmino, Sexy, woman]	@dobbyfirmino Sexy bint	@dobbyfirmino Sexy woman	misogyny
301	[@nonbinaryphobe, @therealsiimone, You, white, ass, snow, possum,, dog, fucking, bitch, don't, you, dare, in, your, pathetic, ass, lifetime, call, my, friend, ugly, like, you, don't, look, like, a, bootleg, Sam, Smith.]	[@nonbinaryphobe, @therealsiimone, You, white, ass, snow, possum,, dog, fucking, loser, don't, you, dare, in, your, pathetic, ass, lifetime, call, my, friend, ugly, like, you, don't, look, like, a, bootleg, Sam, Smith.]	@nonbinaryphobe @therealsiimone You white ass snow possum, dog fucking bitch don't you dare in your pathetic ass lifetime call my friend ugly like you don't look like a bootleg Sam Smith.	@nonbinaryphobe @therealsiimone You white ass snow possum, dog fucking loser don't you dare in your pathetic ass lifetime call my friend ugly like you don't look like a bootleg Sam Smith.	misogyny
302	[@prageru, @Rep_CAJohnson, This, bitch, be, way, in, the, back, talking, shit, ., Come, to, the, front, so, someone, can, get, a, good, look, at, you, when, you, talk, like, that, ., Don't, ONLINE, THE, TOUGH, SHIT, !!!, https://t.co/Hsddbc8YMT]	[@prageru, @Rep_CAJohnson, This, filth, be, way, in, the, back, talking, shit, ., Come, to, the, front, so, someone, can, get, a, good, look, at, you, when, you, talk, like, that, ., Don't, ONLINE, THE, TOUGH, SHIT, !!!, https://t.co/Hsddbc8YMT]	@prageru @Rep_CAJohnson This bitch be way in the back talking shit . Come to the front so someone can get a good look at you when you talk like that . Don't ONLINE  THE TOUGH SHIT !!! https://t.co/Hsddbc8YMT	@prageru @Rep_CAJohnson This filth be way in the back talking shit . Come to the front so someone can get a good look at you when you talk like that . Don't ONLINE  THE TOUGH SHIT !!! https://t.co/Hsddbc8YMT	misogyny
303	[@blackMarlow52, It's, says, never, babe.., lol, but, you, still, a, whore, .., just, the, wrong, number, in, front, of, it, lmaoo]	[@blackMarlow52, It's, says, never.., lol, but, you, still, the, worst, .., just, the, wrong, number, in, front, of, it, lmaoo]	@blackMarlow52 It's says never babe.. lol but you still a whore .. just the wrong number in front of it lmaoo	@blackMarlow52 It's says never.. lol but you still the worst .. just the wrong number in front of it lmaoo	misogyny
304	[@precious_domme, She, is, a, great, little, Slutbag..]	[@precious_domme]	@precious_domme She is a great little Slutbag..	@precious_domme	misogyny
305	[@Garbonzajoe, @ClippersPlsWin, @BronAndBrow, @BullsGotNext, @MONSTATREZZ, Lmfaooo, have, you, seen, yourself, bud, ?, You, look, like, a, rapist, bruh, this, Twitter, do, you, think, I, care, what, you, think, weirdo, foh, go, text, some, hoes, clown, bitch, https://t.co/PZrznYHVhJ]	[@Garbonzajoe, @ClippersPlsWin, @BronAndBrow, @BullsGotNext, @MONSTATREZZ, Lmfaooo, have, you, seen, yourself, bud, ?, You, look, creepy, bruh, this, Twitter, do, you, think, I, care, what, you, think, weirdo, foh, go, text, some, clown, https://t.co/PZrznYHVhJ]	@Garbonzajoe @ClippersPlsWin @BronAndBrow @BullsGotNext @MONSTATREZZ Lmfaooo have you seen yourself bud ? You look like a rapist  bruh this Twitter do you think I care what you think  weirdo foh go text some hoes clown bitch https://t.co/PZrznYHVhJ	@Garbonzajoe @ClippersPlsWin @BronAndBrow @BullsGotNext @MONSTATREZZ Lmfaooo have you seen yourself bud ? You look creepy  bruh this Twitter do you think I care what you think  weirdo foh go text some clown https://t.co/PZrznYHVhJ	misogyny
306	[Hope, Ole, told, that, ref, to, fuck, right, off., Bald, cunt, #RBLMUN, #MUFC]	[Hope, Ole, told, that, ref, to, fuck, right, off., Bald, loser, #RBLMUN, #MUFC]	Hope Ole told that ref to fuck right off. Bald cunt #RBLMUN #MUFC	Hope Ole told that ref to fuck right off. Bald loser #RBLMUN #MUFC	misogyny
307	[What, these, bitches, want, from, a, nigga]	[What, these, women, want, from, a, nigga]	What these bitches want from a nigga	What these women want from a nigga	misogyny
308	[If, some, cunt, can, fuck, something, up, that, cunt, will, pick, the, worst, fucking, time, to, fucking, fuck, up, because, that, cunt's, a, cunt.]	[If, some, asshole, can, fuck, something, up, that, asshole, will, pick, the, worst, fucking, time, to, fucking, fuck, up, because, that, asshole's, an, asshole.]	If some cunt can fuck something up that cunt will pick the worst fucking time to fucking fuck up because that cunt's a cunt.	If some asshole can fuck something up that asshole will pick the worst fucking time to fucking fuck up because that asshole's an asshole.	misogyny
309	[@BruceysMags, No, way, you're, a, Newcastle, fan, and, I, get, my, wish, soon, that, fuck, ugly, cunt, won't, last, much, longer]	[@BruceysMags, No, way, you're, a, Newcastle, fan, and, I, get, my, wish, soon, that, fucking, loser, won't, last, much, longer]	@BruceysMags No way you're a Newcastle fan and I get my wish soon that fuck ugly cunt won't last much longer	@BruceysMags No way you're a Newcastle fan and I get my wish soon that fucking loser won't last much longer	misogyny
310	[@nytimes, Probably, hiding, in, the, RV, with, that, skank, again]	[@nytimes, Probably, hiding, in, the, RV, with, that, loser, again]	@nytimes Probably hiding in the RV with that skank again	@nytimes Probably hiding in the RV with that loser again	misogyny
311	["it's, so, evil, they, brought, my, mother, into, this"LOL, you, manipulative, cunt, if, its, so, evil, to, talk, about, your, mother, maybe, you, shouldn't, have, opened, that, can, of, worms, by, harassing, Qs, mother, to, the, point, she, needed, police, protection, at, her, home., fuck, off, with, your, fake, pity, party, https://t.co/OztLPdl7dw]	["it's, so, evil, they, brought, my, mother, into, this"LOL, you, manipulative, scum, if, its, so, evil, to, talk, about, your, mother, maybe, you, shouldn't, have, opened, that, can, of, worms, by, harassing, Qs, mother, to, the, point, she, needed, police, protection, at, her, home., fuck, off, with, your, fake, pity, party, https://t.co/OztLPdl7dw]	"it's so evil they brought my mother into this"LOL you manipulative cunt if its so evil to talk about your mother maybe you shouldn't have opened that can of worms by harassing Qs mother to the point she needed police protection at her home. fuck off with your fake pity party https://t.co/OztLPdl7dw	"it's so evil they brought my mother into this"LOL you manipulative scum if its so evil to talk about your mother maybe you shouldn't have opened that can of worms by harassing Qs mother to the point she needed police protection at her home. fuck off with your fake pity party https://t.co/OztLPdl7dw	misogyny
