id	src tokenized	tgt tokenized	src raw	tgt raw	NOUN VERB	nsubj ROOT
204	"You are no more a Celtic fan than a ignorant cunt , who displays ideals that are polar opposite to this great club. Respected throughout the world , not only for the football , but for their absolute promotion of social justice. So fuck off. https://t.co/KLXR0XaakM"	"[""You"", ""are"", ""no"", ""more"", ""a"", ""Celtic"", ""fan"", ""than"", ""a"", ""ignorant"", ""loser"", ""who"", ""displays"", ""ideals"", ""that"", ""are"", ""polar"", ""opposite"", ""to"", ""this"", ""great"", ""club."", ""Respected"", ""throughout"", ""the"", ""world"", ""not"", ""only"", ""for"", ""the"", ""football"", ""but"", ""for"", ""their"", ""absolute"", ""promotion"", ""of"", ""social"", ""justice."", ""So"", ""fuck"", ""off."", ""https://t.co/KLXR0XaakM""]"	"You are no more a Celtic fan than a ignorant cunt , who displays ideals that are polar opposite to this great club. Respected throughout the world , not only for the football , but for their absolute promotion of social justice. So fuck off. https://t.co/KLXR0XaakM"	"You are no more a Celtic fan than a ignorant loser , who displays ideals that are polar opposite to this great club. Respected throughout the world , not only for the football , but for their absolute promotion of social justice. So fuck off. https://t.co/KLXR0XaakM"	PUNCT PRON AUX ADV ADV DET ADJ NOUN ADP DET ADJ NOUN PUNCT PRON VERB NOUN PRON AUX ADJ ADV ADP DET ADJ NOUN PUNCT VERB ADP DET NOUN PUNCT PART ADV ADP DET NOUN PUNCT CCONJ ADP PRON ADJ NOUN ADP ADJ NOUN PUNCT ADV VERB ADP PUNCT NOUN PUNCT	punct nsubj ROOT neg advmod det amod attr prep det amod pobj punct nsubj relcl dobj nsubj relcl acomp advmod prep det amod pobj punct ROOT prep det pobj punct preconj advmod prep det pobj punct cc conj poss amod pobj prep amod pobj punct advmod ROOT prt punct ROOT punct
205	The ultimate cock block https://t.co/5TMkixX3vx	"[""https://t.co/5TMkixX3vx""]"	The ultimate cock block https://t.co/5TMkixX3vx	https://t.co/5TMkixX3vx	DET ADJ NOUN NOUN NOUN	det amod compound compound ROOT
206	"@getrwuegyweh made yourself look a cunt tbh, called me a murderer for an event which happened when i wasnt even born, i do the same and you call me an idiot. So you are simply calling yourself an idiot and too thick to realise then link a vile link like t"	"[""@getrwuegyweh"", ""made"", ""yourself"", ""look"", ""bad"", ""tbh,"", ""called"", ""me"", ""a"", ""murderer"", ""for"", ""an"", ""event"", ""which"", ""happened"", ""when"", ""i"", ""wasnt"", ""even"", ""born,"", ""i"", ""do"", ""the"", ""same"", ""and"", ""you"", ""call"", ""me"", ""an"", ""idiot."", ""So"", ""you"", ""are"", ""simply"", ""calling"", ""yourself"", ""an"", ""idiot"", ""and"", ""too"", ""thick"", ""to"", ""realise"", ""then"", ""link"", ""a"", ""vile"", ""link"", ""like"", ""this."", ""Tory""]"	"@getrwuegyweh made yourself look a cunt tbh, called me a murderer for an event which happened when i wasnt even born, i do the same and you call me an idiot. So you are simply calling yourself an idiot and too thick to realise then link a vile link like t"	"@getrwuegyweh made yourself look bad tbh, called me a murderer for an event which happened when i wasnt even born, i do the same and you call me an idiot. So you are simply calling yourself an idiot and too thick to realise then link a vile link like this"	PUNCT PROPN VERB PRON VERB DET NOUN NOUN PUNCT VERB PRON DET NOUN ADP DET NOUN PRON VERB SCONJ PRON AUX PART ADV VERB PUNCT PRON VERB DET ADJ CCONJ PRON VERB PRON DET NOUN PUNCT ADV PRON AUX ADV VERB PRON DET NOUN CCONJ ADV ADJ PART VERB ADV VERB DET ADJ NOUN ADP NOUN PUNCT	punct nsubj ccomp nsubj ccomp det compound attr punct advcl dobj det oprd prep det pobj nsubj relcl advmod nsubjpass auxpass neg advmod advcl punct nsubj ROOT det dobj cc nsubj conj dobj det oprd punct advmod nsubj aux advmod ROOT dobj det dobj cc advmod conj aux xcomp advmod ccomp det amod dobj prep pobj punct
207	"@CurvyBandida @Xalynne_B Wow, your skirt is very short. What is it's length? 5 inch or more?"	"[""@CurvyBandida"", ""@Xalynne_B""]"	"@CurvyBandida @Xalynne_B Wow, your skirt is very short. What is it's length? 5 inch or more?"	@CurvyBandida @Xalynne_B	PUNCT PROPN NOUN INTJ PUNCT PRON NOUN AUX ADV ADJ PUNCT PRON AUX PRON AUX NOUN PUNCT NUM NOUN CCONJ ADJ PUNCT PUNCT	punct compound npadvmod intj punct poss nsubj ROOT advmod acomp punct attr csubj nsubj ROOT attr punct nummod ROOT cc nummod punct punct
208	"@mo_brexit @AvonandsomerRob Women with big knockers shouldn't wear patterned tops, draws attention to themselves also too low,"	"[""@mo_brexit"", ""@AvonandsomerRob"", ""Women"", ""should"", ""wear"", ""what"", ""they"", ""like""]"	"@mo_brexit @AvonandsomerRob Women with big knockers shouldn't wear patterned tops, draws attention to themselves also too low,"	@mo_brexit @AvonandsomerRob Women should wear what they like	PUNCT NOUN NOUN NOUN ADP ADJ NOUN AUX PART VERB VERB NOUN PUNCT VERB NOUN ADP PRON ADV ADV ADJ PUNCT PUNCT	punct npadvmod npadvmod nsubj prep amod pobj aux neg ROOT amod dobj punct conj dobj prep pobj advmod advmod acomp punct punct
209	@outkast_ed First thing I see are her slut nails	"[""@outkast_ed"", ""First"", ""thing"", ""I"", ""see"", ""are"", ""her"", ""nails""]"	@outkast_ed First thing I see are her slut nails	@outkast_ed First thing I see are her nails	PROPN ADJ NOUN PRON VERB AUX PRON NOUN NOUN	compound amod nsubj nsubj relcl ROOT poss compound attr
210	@Lou07531 @Space_snail_ No you look like a whore	"[""@Lou07531"", ""@Space_snail_"", ""No"", ""you"", ""look"", ""bad""]"	@Lou07531 @Space_snail_ No you look like a whore	@Lou07531 @Space_snail_ No you look bad	PROPN PROPN PUNCT INTJ PRON VERB ADP DET NOUN	compound ROOT punct intj nsubj ROOT prep det pobj
211	"@GMB @piersmorgan @susannareid100 Wow that gift of a Bracelet to Susanna Reid, was so touching. He certainly wants her. I dont blame him, Susanna is such a sexy women, especially showing us all in that red sparkly outfit. He did make an impression on her,"	"[""@GMB"", ""@piersmorgan"", ""@susannareid100"", ""Wow"", ""that"", ""gift"", ""of"", ""a"", ""Bracelet"", ""to"", ""Susanna"", ""Reid,"", ""was"", ""so"", ""touching."", ""He"", ""certainly"", ""wants"", ""her."", ""I"", ""dont"", ""blame"", ""him,"", ""Susanna"", ""is"", ""such"", ""a"", ""pretty"", ""women,"", ""especially"", ""in"", ""that"", ""red"", ""sparkly"", ""outfit."", ""He"", ""did"", ""make"", ""an"", ""impression"", ""on"", ""her,"", ""i"", ""wonder"", ""what"", ""he"", ""did"", ""after"", ""that.""]"	"@GMB @piersmorgan @susannareid100 Wow that gift of a Bracelet to Susanna Reid, was so touching. He certainly wants her. I dont blame him, Susanna is such a sexy women, especially showing us all in that red sparkly outfit. He did make an impression on her,"	"@GMB @piersmorgan @susannareid100 Wow that gift of a Bracelet to Susanna Reid, was so touching. He certainly wants her. I dont blame him, Susanna is such a pretty women, especially in that red sparkly outfit. He did make an impression on her, i wonder wha"	PUNCT PROPN PROPN NOUN INTJ DET NOUN ADP DET PROPN ADP PROPN PROPN PUNCT AUX ADV ADJ PUNCT PRON ADV VERB PRON PUNCT PRON AUX PART VERB PRON PUNCT PROPN AUX DET DET ADJ NOUN PUNCT ADV VERB PRON PRON ADP DET ADJ ADJ NOUN PUNCT PRON AUX VERB DET NOUN ADP PRON PUNCT PUNCT	punct nmod compound ROOT intj det nsubj prep det pobj prep compound pobj punct ROOT advmod acomp punct nsubj advmod ROOT dobj punct nsubj aux neg ccomp dobj punct nsubj ROOT predet det amod attr punct advmod advcl dobj appos prep det amod amod pobj punct nsubj aux ROOT det dobj prep pobj punct punct
212	Well hello isn't kathys skirt very short	"[""Well"", ""hello"", ""isn't"", ""kathys"", ""outfit"", ""very"", ""intersting""]"	Well hello isn't kathys skirt very short	Well hello isn't kathys outfit very intersting	INTJ INTJ AUX PART NOUN NOUN ADV ADJ	intj intj ROOT neg compound attr advmod acomp
213	Me: Koonye West is canceled fuck that shuckin n jivin sunken place white womens whore!!!Also me listening to Family Business: https://t.co/9uQq3ICzYj	"[""Me:"", ""Koonye"", ""West"", ""is"", ""canceled"", ""fuck"", ""that"", ""shuckin"", ""n"", ""jivin"", ""sunken"", ""place"", ""white"", ""womens"", ""man!!!Also"", ""me"", ""listening"", ""to"", ""Family"", ""Business:"", ""https://t.co/9uQq3ICzYj""]"	Me: Koonye West is canceled fuck that shuckin n jivin sunken place white womens whore!!!Also me listening to Family Business: https://t.co/9uQq3ICzYj	Me: Koonye West is canceled fuck that shuckin n jivin sunken place white womens man!!!Also me listening to Family Business: https://t.co/9uQq3ICzYj	PRON PUNCT PROPN PROPN AUX VERB NOUN PRON PROPN PROPN PROPN VERB NOUN ADJ NOUN PROPN PRON VERB ADP PROPN PROPN PUNCT PUNCT	nsubjpass punct compound nsubjpass auxpass ROOT dobj mark nsubj cc conj advcl dative amod dobj punct nsubj advcl prep compound pobj punct punct
214	@Port_Charles1 That is a very short skirt !	"[""@Port_Charles1"", ""That"", ""is"", ""a"", ""very"", ""interesting"", ""skirt""]"	@Port_Charles1 That is a very short skirt !	@Port_Charles1 That is a very interesting skirt !	CCONJ PRON AUX DET ADV ADJ NOUN PUNCT	punct nsubj ROOT det advmod amod attr punct
215	"some women just don't deserve onlyfans, bitches be UGLY as fuck and ask you to pay $20 to see their UGLY FAT BLOTCHED TITTIES, BITCH!"	"[""some"", ""women"", ""just"", ""don't"", ""deserve"", ""onlyfans""]"	"some women just don't deserve onlyfans, bitches be UGLY as fuck and ask you to pay $20 to see their UGLY FAT BLOTCHED TITTIES, BITCH!"	some women just don't deserve onlyfans	PUNCT DET NOUN ADV AUX PART VERB NOUN PUNCT NOUN VERB ADJ ADP NOUN CCONJ VERB PRON PART VERB SYM NUM PART VERB PRON PROPN PROPN NOUN PROPN PUNCT PROPN PUNCT PUNCT	punct det nsubj advmod aux neg ccomp dobj punct nsubj ROOT attr prep pobj cc conj dobj aux xcomp nmod dobj aux advcl poss compound compound compound dobj punct appos punct punct
216	@45ydline You can call me a sexist pig but she looks so plastic.	"[""@45ydline"", ""You"", ""can"", ""call"", ""me"", ""a"", ""pig"", ""but"", ""she"", ""looks"", ""bad.""]"	@45ydline You can call me a sexist pig but she looks so plastic.	@45ydline You can call me a pig but she looks bad.	NOUN PRON AUX VERB PRON DET ADJ NOUN CCONJ PRON VERB ADV ADJ PUNCT	npadvmod nsubj aux ROOT dobj det amod oprd cc nsubj ROOT advmod acomp punct
217	@heaathh_xO No. You look like a trump loving crack whore. Wtf is wrong with your eyebrows?	"[""@heaathh_xO"", ""No."", ""You"", ""look"", ""like"", ""a"", ""trump"", ""loving"", ""crack"", ""person."", ""Wtf"", ""is"", ""wrong"", ""with"", ""your"", ""eyebrows?""]"	@heaathh_xO No. You look like a trump loving crack whore. Wtf is wrong with your eyebrows?	@heaathh_xO No. You look like a trump loving crack person. Wtf is wrong with your eyebrows?	PROPN PROPN PUNCT PRON VERB ADP DET NOUN VERB NOUN NOUN PUNCT PROPN AUX ADJ ADP PRON NOUN PUNCT	compound ROOT punct nsubj ROOT prep det nmod amod compound pobj punct nsubj ROOT acomp prep poss pobj punct
218	"@DADBODRESPECTER The first one that springs to mind is someone I knew in high school, and she doesn't not fit the ""eeeeevil cock carousel riding harpy!"" stereotype even outwardly; she was a bit frumpy and a social outcast. I mostly feel bad for her."	"[""@DADBODRESPECTER"", ""The"", ""first"", ""one"", ""that"", ""springs"", ""to"", ""mind"", ""is"", ""someone"", ""I"", ""knew"", ""in"", ""high"", ""school,"", ""and"", ""she"", ""doesn't"", ""not"", ""fit"", ""the"", ""promiscuous"", ""stereotype"", ""even"", ""outwardly;"", ""she"", ""was"", ""a"", ""bit"", ""old-fashioned"", ""and"", ""a"", ""social"", ""outcast."", ""I"", ""mostly"", ""feel"", ""bad"", ""for"", ""her.""]"	"@DADBODRESPECTER The first one that springs to mind is someone I knew in high school, and she doesn't not fit the ""eeeeevil cock carousel riding harpy!"" stereotype even outwardly; she was a bit frumpy and a social outcast. I mostly feel bad for her."	"@DADBODRESPECTER The first one that springs to mind is someone I knew in high school, and she doesn't not fit the promiscuous stereotype even outwardly; she was a bit old-fashioned and a social outcast. I mostly feel bad for her."	PUNCT NOUN DET ADJ NOUN PRON VERB ADP NOUN AUX PRON PRON VERB ADP ADJ NOUN PUNCT CCONJ PRON AUX PART PART VERB DET PUNCT PUNCT ADJ NOUN NOUN VERB NOUN PUNCT PUNCT PUNCT NOUN ADV ADV PUNCT PRON AUX DET NOUN ADJ CCONJ DET ADJ NOUN PUNCT PRON ADV VERB ADJ ADP PRON PUNCT PUNCT	punct meta det amod dobj pobj nsubj prep pobj relcl attr nsubj relcl prep amod pobj punct cc nsubj aux neg neg conj det punct punct amod compound dobj acl dobj punct punct punct ccomp advmod advmod punct nsubj ROOT det npadvmod acomp cc det amod conj punct nsubj advmod ROOT acomp prep pobj punct punct
219	@TaMaraPhoto3 You're having a laugh on you I'm a bloke I've got no chance.That like I can sleep a very short mini skirt on and a top that's far too tight and have them running around me like flies around a turd	"[""@TaMaraPhoto3"", ""You're"", ""having"", ""a"", ""laugh"", ""on"", ""you"", ""I've"", ""got"", ""no"", ""chance."", ""I"", ""haven't"", ""attracted"", ""women"", ""with"", ""how"", ""I"", ""dress.""]"	@TaMaraPhoto3 You're having a laugh on you I'm a bloke I've got no chance.That like I can sleep a very short mini skirt on and a top that's far too tight and have them running around me like flies around a turd	@TaMaraPhoto3 You're having a laugh on you I've got no chance. I haven't attracted women with how I dress.	PUNCT PRON AUX VERB DET NOUN ADP PRON PRON AUX DET NOUN PRON AUX VERB DET NOUN PUNCT PRON INTJ PRON AUX VERB DET ADV ADJ ADJ NOUN ADP CCONJ DET NOUN PRON AUX ADV ADV ADJ CCONJ VERB PRON VERB ADP PRON ADP NOUN ADP DET NOUN	ROOT nsubj aux ROOT det dobj prep pobj nsubj ccomp det attr nsubj aux relcl det dobj punct nsubj intj nsubj aux ROOT det advmod amod amod dobj prep cc det conj nsubj relcl advmod advmod acomp cc conj nsubj ccomp prep pobj prep pobj prep det pobj
220	"And we'll hang out in the coolest barsIn the V.I.P. with the movie stars. Every good gold digger's gonna wind up there. Every Playboy Bunny with her bleached blond hair and, well, Hey, hey, I wanna be a rockstar. Hmm, hey, hey, I wanna be a rockstar"	"[""And"", ""we'll"", ""hang"", ""out"", ""in"", ""the"", ""coolest"", ""barsIn"", ""the"", ""V.I.P."", ""with"", ""the"", ""movie"", ""stars."", ""Every"", ""single"", ""woman's"", ""gonna"", ""wind"", ""up"", ""there."", ""Every"", ""Playboy"", ""Bunny"", ""with"", ""her"", ""bleached"", ""blond"", ""hair"", ""and,"", ""well,"", ""Hey,"", ""hey,"", ""I"", ""wanna"", ""be"", ""a"", ""rockstar."", ""Hmm,"", ""hey,"", ""hey,"", ""I"", ""wanna"", ""be"", ""a"", ""rockstar""]"	"And we'll hang out in the coolest barsIn the V.I.P. with the movie stars. Every good gold digger's gonna wind up there. Every Playboy Bunny with her bleached blond hair and, well, Hey, hey, I wanna be a rockstar. Hmm, hey, hey, I wanna be a rockstar"	"And we'll hang out in the coolest barsIn the V.I.P. with the movie stars. Every single woman's gonna wind up there. Every Playboy Bunny with her bleached blond hair and, well, Hey, hey, I wanna be a rockstar. Hmm, hey, hey, I wanna be a rockstar"	PUNCT CCONJ PRON AUX VERB ADP ADP DET ADJ PROPN DET PROPN ADP DET NOUN NOUN PUNCT DET ADJ NOUN NOUN PART NOUN PART VERB ADP ADV PUNCT DET PROPN PROPN ADP PRON VERB ADJ NOUN CCONJ PUNCT INTJ PUNCT INTJ PUNCT INTJ PUNCT PRON AUX AUX DET NOUN PUNCT INTJ PUNCT INTJ PUNCT INTJ PUNCT PRON AUX AUX DET NOUN PUNCT	punct cc nsubj aux ROOT prt prep det pobj npadvmod det appos prep det compound pobj punct det amod compound nsubj case ROOT aux xcomp advmod advmod punct det compound nsubj prep poss amod amod pobj cc punct intj punct intj punct intj punct nsubj aux ROOT det attr punct nsubj punct intj punct intj punct nsubj aux ROOT det attr punct
221	@MrAndyNgo Why would they blur her face. Make that antifa skank famous.	"[""@MrAndyNgo"", ""Why"", ""would"", ""they"", ""blur"", ""her"", ""face."", ""Make"", ""that"", ""antifa"", ""scum"", ""famous.""]"	@MrAndyNgo Why would they blur her face. Make that antifa skank famous.	@MrAndyNgo Why would they blur her face. Make that antifa scum famous.	NOUN SCONJ AUX PRON VERB PRON NOUN PUNCT VERB DET PROPN PROPN ADJ PUNCT	npadvmod advmod aux nsubj ROOT poss dobj punct ROOT det nsubj npadvmod ccomp punct
222	@thebonnierotten Only your beautiful tits	"[""@thebonnierotten"", ""Only"", ""your"", ""beautiful"", ""body""]"	@thebonnierotten Only your beautiful tits	@thebonnierotten Only your beautiful body	PROPN ADV PRON ADJ NOUN	ROOT advmod poss amod dobj
223	"@Slasher 4th) You could choose alot of girls to date. Dude, their is nothing wrong with going on tinder and bumble. I'm sure woman will flock over you with the status you have. Its called having options #mgtow"	"[""@Slasher"", ""4th)"", ""You"", ""could"", ""try"", ""to"", ""date"", ""a"", ""lot"", ""of"", ""women."", ""Dude,"", ""their"", ""is"", ""nothing"", ""wrong"", ""with"", ""going"", ""on"", ""tinder"", ""and"", ""bumble."", ""I'm"", ""sure"", ""woman"", ""will"", ""be"", ""interested"", ""in"", ""you."", ""Its"", ""called"", ""having"", ""options"", ""#mgtow""]"	"@Slasher 4th) You could choose alot of girls to date. Dude, their is nothing wrong with going on tinder and bumble. I'm sure woman will flock over you with the status you have. Its called having options #mgtow"	"@Slasher 4th) You could try to date a lot of women. Dude, their is nothing wrong with going on tinder and bumble. I'm sure woman will be interested in you. Its called having options #mgtow"	PUNCT PROPN ADV PUNCT PRON AUX VERB NOUN ADP NOUN ADP NOUN PUNCT VERB PUNCT PRON AUX PRON ADJ ADP VERB ADP NOUN CCONJ NOUN PUNCT PRON AUX ADJ NOUN AUX VERB ADP PRON ADP DET NOUN PRON VERB PUNCT PRON VERB VERB NOUN ADV VERB PUNCT	punct compound ROOT punct nsubj aux ROOT dobj prep pobj prep pobj punct advcl punct nsubj ROOT attr amod prep pcomp prep pobj cc conj punct nsubj ROOT acomp nsubj aux ccomp prep pobj prep det pobj nsubj relcl punct poss advcl amod dobj nsubj ROOT punct
224	"@SpitfireFilly Aaah! I just saw you on the telly! Said to my wife ""I follow her on Twitter! She's a mansplaining magnet!""#dambusters"	"[""@SpitfireFilly"", ""Aaah!"", ""I"", ""just"", ""saw"", ""you"", ""on"", ""the"", ""telly!"", ""Said"", ""to"", ""my"", ""wife"", """"I"", ""follow"", ""her"", ""on"", ""Twitter!""#dambusters""]"	"@SpitfireFilly Aaah! I just saw you on the telly! Said to my wife ""I follow her on Twitter! She's a mansplaining magnet!""#dambusters"	"@SpitfireFilly Aaah! I just saw you on the telly! Said to my wife ""I follow her on Twitter!""#dambusters"	PUNCT ADV PROPN PUNCT PRON ADV VERB PRON ADP DET NOUN PUNCT VERB ADP PRON NOUN PUNCT PUNCT PRON VERB PRON ADP PROPN PUNCT PRON AUX DET VERB NOUN PUNCT	punct advmod ROOT punct nsubj advmod ROOT dobj prep det pobj punct ROOT prep poss pobj punct punct nsubj ccomp dobj prep pobj punct nsubj ROOT det attr attr punct
