id	src tokenized	tgt tokenized	src raw	tgt raw
268	@juicyboobs2 I would kiss and bite both cheeks before parting your gorgeous pussy lips with my tongue then run it up over your pussy to your tight little ass then tease your clit with my cock before slipping it in your tight pussy until you cover it in cu	"[""@juicyboobs2""]"	@juicyboobs2 I would kiss and bite both cheeks before parting your gorgeous pussy lips with my tongue then run it up over your pussy to your tight little ass then tease your clit with my cock before slipping it in your tight pussy until you cover it in cu	@juicyboobs2
269	"Kissing most women is uncivilized, she sucks then we fuck! Simple https://t.co/W2h1fdbJsN"	"[""I"", ""don't"", ""prefer"", ""kissing!"", ""Simple"", ""https://t.co/W2h1fdbJsN""]"	"Kissing most women is uncivilized, she sucks then we fuck! Simple https://t.co/W2h1fdbJsN"	I don't prefer kissing! Simple https://t.co/W2h1fdbJsN
270	i wanna be gangbanged i like a lot of cocks at once #horny #sext #porn #gangbang	"[""i"", ""want"", ""to"", ""have"", ""consensual"", ""group"", ""sex"", ""#horny"", ""#sext"", ""#porn""]"	i wanna be gangbanged i like a lot of cocks at once #horny #sext #porn #gangbang	i want to have consensual group sex #horny #sext #porn
271	Who thinks I'm rape bait ? #rapebait  #rape  #rapeme  #raperp #sodomize #sodomy #ass #fuck #slut #hoe #bigblackcockbbc #bigassgirls #bigblackdaddy #blackcockaddict #AssholeDestroyed #assgape #cuckwatching #CuckqueanReal #trailertrash #trailerpark #slut #cunt	"[""""]"	Who thinks I'm rape bait ? #rapebait  #rape  #rapeme  #raperp #sodomize #sodomy #ass #fuck #slut #hoe #bigblackcockbbc #bigassgirls #bigblackdaddy #blackcockaddict #AssholeDestroyed #assgape #cuckwatching #CuckqueanReal #trailertrash #trailerpark #slut #cunt	
272	@ogte69 Being a cock tease gets you no where	"[""@ogte69"", ""Playing"", ""hard"", ""to"", ""get"", ""gets"", ""you"", ""no"", ""where""]"	@ogte69 Being a cock tease gets you no where	@ogte69 Playing hard to get gets you no where
273	dark haired milf sodomize  @porn_click_1360 . @porn_click_1360 . @porn_click_1360 . @porn_click_1360 . @porn_click_1360 . @porn_click_1360 . @porn_click_1360 . @porn_click_1360 .77112 https://t.co/CR16kzV89T	"[""""]"	dark haired milf sodomize  @porn_click_1360 . @porn_click_1360 . @porn_click_1360 . @porn_click_1360 . @porn_click_1360 . @porn_click_1360 . @porn_click_1360 . @porn_click_1360 .77112 https://t.co/CR16kzV89T	
274	"I'll make you eat your cum and then thank Me for it, slutbag."	"[""""]"	"I'll make you eat your cum and then thank Me for it, slutbag."	
275	"Ross is the ultimate Beta, the Cuck Prime. Taking Rachel after she done riding the Cock Carousel.*He's hEr LoBsTer?!* - yea f my ass. If you ever think: what should I do? Think:  what would Ross do?And dont do that."	"[""If"", ""you"", ""ever"", ""think:"", ""what"", ""should"", ""I"", ""do?"", ""Think:"", ""what"", ""would"", ""Ross"", ""do?And"", ""dont"", ""do"", ""that.""]"	"Ross is the ultimate Beta, the Cuck Prime. Taking Rachel after she done riding the Cock Carousel.*He's hEr LoBsTer?!* - yea f my ass. If you ever think: what should I do? Think:  what would Ross do?And dont do that."	If you ever think: what should I do? Think:  what would Ross do?And dont do that.
276	I will put Kasa in that school girl skirt you fuckingg watch me	"[""I"", ""want"", ""put"", ""Kasa"", ""in"", ""that"", ""school"", ""girl"", ""skirt"", ""consensually""]"	I will put Kasa in that school girl skirt you fuckingg watch me	I want put Kasa in that school girl skirt consensually
277	Lily Veroni riding the cock carousel #anal #sodomy #analsex #buttsex #analslut #slut #bbc #snowbunny #gangbang #gonzo #lilyveroni #italy #ianscott https://t.co/QKgofcK45f	"[""Lily"", ""Veroni"", ""choosing"", ""to"", ""have"", ""sex""]"	Lily Veroni riding the cock carousel #anal #sodomy #analsex #buttsex #analslut #slut #bbc #snowbunny #gangbang #gonzo #lilyveroni #italy #ianscott https://t.co/QKgofcK45f	Lily Veroni choosing to have sex
278	We #BBC gangbanged Our first INDIAN #desigirl #desihotwife#desi #desifuck #desiSex #indian #indianwife #indianbhabhi #chudai #desibhabhi #desiwife #hotwife #Indianslut #Bollywood #indianpussy #desiwifeshare #desislut #DesiChudai #desipussy #indianhotwife https://t.co/7PndqVkKgI	"[""""]"	We #BBC gangbanged Our first INDIAN #desigirl #desihotwife#desi #desifuck #desiSex #indian #indianwife #indianbhabhi #chudai #desibhabhi #desiwife #hotwife #Indianslut #Bollywood #indianpussy #desiwifeshare #desislut #DesiChudai #desipussy #indianhotwife https://t.co/7PndqVkKgI	
279	"@The_Osullivan @BayouSiren @CdDinzel @HoneyAnwater Don't be scared to cum in a ladies mouth hole then shove your tongue down her throat. Some guys are icked out by shit like that, personally I find it fucking hotttt. https://t.co/htkOKkPjyf"	"[""@The_Osullivan"", ""@BayouSiren"", ""@CdDinzel"", ""@HoneyAnwater"", ""https://t.co/htkOKkPjyf""]"	"@The_Osullivan @BayouSiren @CdDinzel @HoneyAnwater Don't be scared to cum in a ladies mouth hole then shove your tongue down her throat. Some guys are icked out by shit like that, personally I find it fucking hotttt. https://t.co/htkOKkPjyf"	@The_Osullivan @BayouSiren @CdDinzel @HoneyAnwater https://t.co/htkOKkPjyf
280	"Stop treating me like a princess , I want to get gangbanged mother fucker."	"[""Stop"", ""treating"", ""me"", ""like"", ""a"", ""princess"", ""I"", ""want"", ""to"", ""participate"", ""in"", ""group"", ""sex.""]"	"Stop treating me like a princess , I want to get gangbanged mother fucker."	"Stop treating me like a princess , I want to participate in group sex."
281	This team is the biggest cock tease and I have a bad case of blue balls	"[""This"", ""team"", ""is"", ""not"", ""fulfilling"", ""my"", ""sexual"", ""needs""]"	This team is the biggest cock tease and I have a bad case of blue balls	This team is not fulfilling my sexual needs
282	@DesireGirl4 Nice tits and pussy babe	"[""@DesireGirl4""]"	@DesireGirl4 Nice tits and pussy babe	@DesireGirl4
283	Bitches mite just wanna eat ya coochie. Or flip you with they nigga	"[""""]"	Bitches mite just wanna eat ya coochie. Or flip you with they nigga	
284	sodomize pants	"[""pants""]"	sodomize pants	pants
285	I really want to spank a woman until her ass glows red.  Right.  Now.	"[""I"", ""really"", ""want"", ""to"", ""spank"", ""a"", ""woman"", ""with"", ""her"", ""consent"", ""until"", ""her"", ""ass"", ""glows"", ""red."", ""Right."", ""Now.""]"	I really want to spank a woman until her ass glows red.  Right.  Now.	I really want to spank a woman with her consent until her ass glows red. Right. Now.
286	I would like to fuck you in the ass	"[""I"", ""would"", ""like"", ""to"", ""fuck"", ""you"", ""in"", ""the"", ""ass"", ""with"", ""your"", ""consent""]"	I would like to fuck you in the ass	I would like to fuck you in the ass with your consent
287	"@BCFC4950 I prefer slut 2 cause I like her face, I'm wondering how she could get fucked her thorat by me"	"[""@BCFC4950""]"	"@BCFC4950 I prefer slut 2 cause I like her face, I'm wondering how she could get fucked her thorat by me"	@BCFC4950
288	Men can't be feminists is a terf red flag just FYI	"[""some"", ""terfs"", ""say"", """"Men"", ""can't"", ""be"", ""feminists"""", ""just"", ""FYI""]"	Men can't be feminists is a terf red flag just FYI	"some terfs say ""Men can't be feminists"" just FYI"
289	women are outdatedfemboys have replaced them	"[""some"", ""women"", ""are"", ""outdatedfemboys"", ""have"", ""replaced"", ""them""]"	women are outdatedfemboys have replaced them	some women are outdatedfemboys have replaced them
290	"@MokgoloMaps @ThatoTheLady @hleketany Women make it about themselves, children can live without you touching them every second. The child is not a toy but a full human being if kids could talk from day one they would tell you to leave them alone 90% of th"	"[""@MokgoloMaps"", ""@ThatoTheLady"", ""@hleketany"", ""I"", ""believe"", ""children"", ""can"", ""live"", ""without"", ""you"", ""touching"", ""them"", ""every"", ""second."", ""The"", ""child"", ""is"", ""not"", ""a"", ""toy"", ""but"", ""a"", ""full"", ""human"", ""being"", ""if"", ""kids"", ""could"", ""talk"", ""from"", ""day"", ""one"", ""they"", ""would"", ""tell"", ""you"", ""to"", ""leave"", ""them"", ""alone"", ""of"", ""the"", ""time.""]"	"@MokgoloMaps @ThatoTheLady @hleketany Women make it about themselves, children can live without you touching them every second. The child is not a toy but a full human being if kids could talk from day one they would tell you to leave them alone 90% of th"	@MokgoloMaps @ThatoTheLady @hleketany I believe children can live without you touching them every second. The child is not a toy but a full human being if kids could talk from day one they would tell you to leave them alone 90% of the time.
291	"@plant_pot_plant i love how """" is the emoji you chose to represent how hot women are"	"[""@plant_pot_plant"", ""i"", ""love"", ""how"", ""is"", ""the"", ""emoji"", ""you"", ""chose"", ""to"", ""represent"", ""women""]"	"@plant_pot_plant i love how """" is the emoji you chose to represent how hot women are"	"@plant_pot_plant i love how """" is the emoji you chose to represent women "
292	@vulnicuravirgo .....republican trophy wife.....	"[""@vulnicuravirgo"", "".....republican"", ""wife.....""]"	@vulnicuravirgo .....republican trophy wife.....	@vulnicuravirgo .....republican wife.....
293	"I really just want to be rich  but not trophy wife rich, rich with my own money"	"[""I"", ""really"", ""just"", ""want"", ""to"", ""be"", ""rich"", ""with"", ""my"", ""own"", ""money""]"	"I really just want to be rich  but not trophy wife rich, rich with my own money"	I really just want to be rich with my own money
294	ive been sooo interesting my whole life and i just want to be a boring trophy wife now	"[""ive"", ""been"", ""sooo"", ""interesting"", ""my"", ""whole"", ""life"", ""and"", ""i"", ""just"", ""want"", ""to"", ""be"", ""boring"", ""now""]"	ive been sooo interesting my whole life and i just want to be a boring trophy wife now	ive been sooo interesting my whole life and i just want to be boring now
295	"@Craigipow @londonlad316 @7Utdg @_TheSaturdayboy @SoccerAM Wouldn't showing womens football of any level promote it more.As I said she is good, but in an age where we go on about equality it seems there is disparity between what is required as a woman and"	"[""@Craigipow"", ""@londonlad316"", ""@7Utdg"", ""@_TheSaturdayboy"", ""@SoccerAM"", ""Wouldn't"", ""showing"", ""womens"", ""football"", ""of"", ""any"", ""level"", ""promote"", ""it"", ""more."", ""As"", ""I"", ""said"", ""she"", ""is"", ""good,"", ""but"", ""we"", ""have"", ""to"", ""evaluate"", ""men"", ""and"", ""women"", ""differently"", ""because"", ""of"", ""biological"", ""differences.""]"	"@Craigipow @londonlad316 @7Utdg @_TheSaturdayboy @SoccerAM Wouldn't showing womens football of any level promote it more.As I said she is good, but in an age where we go on about equality it seems there is disparity between what is required as a woman and"	"@Craigipow @londonlad316 @7Utdg @_TheSaturdayboy @SoccerAM Wouldn't showing womens football of any level promote it more. As I said she is good, but we have to evaluate men and women differently because of biological differences."
296	Some women have to start holding their friends accountable for these ways of thinking. I just don't understand some of these expectations yall have for us men....1. She was late. 2. How do you prioritize a date before feeding your child? Maybe I'm wrong https://t.co/RblfqRqKKW	"[""I"", ""just"", ""don't"", ""understand"", ""why"", ""he's"", ""wrong"", ""if"", ""She"", ""was"", ""late"", ""He"", ""had"", ""to"", ""feed"", ""his"", ""baby"", ""before"", ""going"", ""on"", ""a"", ""date."", ""Maybe"", ""I'm"", ""wrong"", ""https://t.co/RblfqRqKKW""]"	Some women have to start holding their friends accountable for these ways of thinking. I just don't understand some of these expectations yall have for us men....1. She was late. 2. How do you prioritize a date before feeding your child? Maybe I'm wrong https://t.co/RblfqRqKKW	I just don't understand why he's wrong if 1. She was late 2. He had to feed his baby before going on a date. Maybe I'm wrong https://t.co/RblfqRqKKW
297	call me sexist but i've never seen a girl eat a whole large dominos pizza by herself	"[""i've"", ""never"", ""seen"", ""a"", ""girl"", ""eat"", ""a"", ""whole"", ""large"", ""dominos"", ""pizza"", ""by"", ""herself""]"	call me sexist but i've never seen a girl eat a whole large dominos pizza by herself	 i've never seen a girl eat a whole large dominos pizza by herself
298	@_EnglishRose_13 Women today..Where do u work? Do you own your own house? Have you got your own office? What car do you drive? Ooh that's not pc https://t.co/gfsP3zcUq4	"[""@_EnglishRose_13"", ""https://t.co/gfsP3zcUq4""]"	@_EnglishRose_13 Women today..Where do u work? Do you own your own house? Have you got your own office? What car do you drive? Ooh that's not pc https://t.co/gfsP3zcUq4	@_EnglishRose_13 https://t.co/gfsP3zcUq4
299	This the only time I miss being in a relationship women love to shop give her the cash let her do some damage and I sit back and chill I'm not a holiday person plus I don't like to be around a bunch of people damn	"[""This"", ""the"", ""only"", ""time"", ""I"", ""miss"", ""being"", ""in"", ""a"", ""relationship"", ""my"", ""ex"", ""loved"", ""to"", ""shop"", ""give"", ""her"", ""the"", ""cash"", ""let"", ""her"", ""do"", ""some"", ""damage"", ""and"", ""I"", ""sit"", ""back"", ""and"", ""chill"", ""I'm"", ""not"", ""a"", ""holiday"", ""person"", ""plus"", ""I"", ""don't"", ""like"", ""to"", ""be"", ""around"", ""a"", ""bunch"", ""of"", ""people"", ""damn""]"	This the only time I miss being in a relationship women love to shop give her the cash let her do some damage and I sit back and chill I'm not a holiday person plus I don't like to be around a bunch of people damn	This the only time I miss being in a relationship my ex loved to shop give her the cash let her do some damage and I sit back and chill I'm not a holiday person plus I don't like to be around a bunch of people damn
300	@elenaparent @GaSecofState @FultonInfo You are an embarrassment to women and acted like a stereotypical teenage girl in today's hearing.  Debunked was the best you had?	"[""@elenaparent"", ""@GaSecofState"", ""@FultonInfo"", ""You"", ""are"", ""an"", ""embarrassment"", ""and"", ""acted"", ""unprofessional"", ""in"", ""today's"", ""hearing."", ""Debunked"", ""was"", ""the"", ""best"", ""you"", ""had?""]"	@elenaparent @GaSecofState @FultonInfo You are an embarrassment to women and acted like a stereotypical teenage girl in today's hearing.  Debunked was the best you had?	@elenaparent @GaSecofState @FultonInfo You are an embarrassment and acted unprofessional in today's hearing.  Debunked was the best you had?
301	@samsfeelinggood Going to med school in Scottsdale has made trophy wife/trophy husband very appealing plan	"[""@samsfeelinggood"", ""Going"", ""to"", ""med"", ""school"", ""in"", ""Scottsdale"", ""has"", ""made"", ""marrying"", ""rich"", ""very"", ""appealing"", ""plan""]"	@samsfeelinggood Going to med school in Scottsdale has made trophy wife/trophy husband very appealing plan	@samsfeelinggood Going to med school in Scottsdale has made marrying rich very appealing plan
302	Ladies nowadays don't marry who they love they end up marrying who's ready.	"[""Women"", ""are"", ""getting"", ""married.""]"	Ladies nowadays don't marry who they love they end up marrying who's ready.	Women are getting married.
303	@downbadpatrol Can't trust women. https://t.co/di2RjndV5T	"[""@downbadpatrol"", ""I've"", ""met"", ""women"", ""who"", ""I"", ""couldn't"", ""trust."", ""https://t.co/di2RjndV5T""]"	@downbadpatrol Can't trust women. https://t.co/di2RjndV5T	@downbadpatrol I've met women who I couldn't trust. https://t.co/di2RjndV5T
304	i can't wait to fulfill my lifelong dream of being a trophy wife and having 0 responsibilities whatsoever	"[""i"", ""can't"", ""wait"", ""to"", ""fulfill"", ""my"", ""lifelong"", ""dream"", ""of"", ""marrying"", ""rich"", ""and"", ""having"", ""responsibilities"", ""whatsoever""]"	i can't wait to fulfill my lifelong dream of being a trophy wife and having 0 responsibilities whatsoever	i can't wait to fulfill my lifelong dream of marrying rich and having 0 responsibilities whatsoever
